問題ID,年度,セクション,問題番号,正答,正答率,英語問題,画像問題,連問,計算問題,問題文,症例文,選択肢,Web表示用,タグ,最終更新,ソース,コンテンツ,データ状態
118D61,118,D,61,d,96.7,No,Yes,No,No,35歳の男性。咽頭痛と発熱を主訴に来院した。3日前から咽頭痛と38°C台の発熱があった。徐々に痛みが増悪し、今朝から口が開けにくくなり飲み込みにくくなったため救急外来を受診した。意識は清明。体温38.5°C。脈拍 92/分、整。血圧124/80mmHg。SpO2 98%(room air)。頸部に喘鳴を聴取しない。咽頭の写真を次に示す。 診断はどれか。,,"a. 中咽頭癌
b. 扁桃肥大症
c. 急性喉頭蓋炎
d. 扁桃周囲膿瘍
e. 伝染性単核球症","118D61
35歳の男性。咽頭痛と発熱を主訴に来院した。3日前から咽頭痛と38°C台の発熱があった。徐々に痛みが増悪し、今朝から口が開けにくくなり飲み込みにくくなったため救急外来を受診した。意識は清明。体温38.5°C。脈拍 92/分、整。血圧124/80mmHg。SpO2 98%(room air)。頸部に喘鳴を聴取しない。咽頭の写真を次に示す。 診断はどれか。

a 中咽頭癌
b 扁桃肥大症
c 急性喉頭蓋炎
d 扁桃周囲膿瘍
e 伝染性単核球症",画像問題,2025年8月17日 23:08 (JST),base_data,"解答:
正解:d(正答率 96.7%)",notion_existing
118D62,118,D,62,d,85.5,No,Yes,No,No,"67歳の女性。発熱と腹痛を主訴に転院した。4週間前から重症急性膵炎の診断で自宅近くの病院に入院していた。絶食、大量輸液および蛋白分解酵素阻害薬の治療により改善したが、5日前から発熱と腹痛が出現し、抗菌薬投与で改善しないため転院した。意識は清明。体温37.6°C。心拍数84/分、整。血圧128/80mmHg。呼吸数18/分。SpO2 98%(room air)。心窩部に圧痛を認めるが反跳痛や筋性防御を認めない。血液所見: 赤血球 430 万、Hb 11.9 g/dL、Ht 35 %、白血球 11,100、血小板 25 万。血液生化学所見: アルブミン 2.9 g/dL、AST 27 U/L、ALT 17 U/L、LD 220 U/L (基準124〜222)、アミラーゼ58U/L (基準44〜132)、尿素窒素 10 mg/dL、クレアチニン 0.5 mg/dL.CRP 17 mg/dL。腹部造影CTを次に示す。 診断はどれか。",,"a. 慢性膵炎
b. 膵仮性囊胞
c. 膵・胆管合流異常症
d. 被包化膵臓壊死〈WON〉
e. 膵管内乳頭粘液性腫瘍〈IPMN〉","118D62
67歳の女性。発熱と腹痛を主訴に転院した。4週間前から重症急性膵炎の診断で自宅近くの病院に入院していた。絶食、大量輸液および蛋白分解酵素阻害薬の治療により改善したが、5日前から発熱と腹痛が出現し、抗菌薬投与で改善しないため転院した。意識は清明。体温37.6°C。心拍数84/分、整。血圧128/80mmHg。呼吸数18/分。SpO2 98%(room air)。心窩部に圧痛を認めるが反跳痛や筋性防御を認めない。血液所見: 赤血球 430 万、Hb 11.9 g/dL、Ht 35 %、白血球 11,100、血小板 25 万。血液生化学所見: アルブミン 2.9 g/dL、AST 27 U/L、ALT 17 U/L、LD 220 U/L (基準124〜222)、アミラーゼ58U/L (基準44〜132)、尿素窒素 10 mg/dL、クレアチニン 0.5 mg/dL.CRP 17 mg/dL。腹部造影CTを次に示す。 診断はどれか。

a 慢性膵炎
b 膵仮性囊胞
c 膵・胆管合流異常症
d 被包化膵臓壊死〈WON〉
e 膵管内乳頭粘液性腫瘍〈IPMN〉",画像問題,2025年8月17日 23:08 (JST),base_data,"解答:
正解:d(正答率 85.5%)",notion_existing
118D63,118,D,63,a,44.9,No,No,No,No,7歳の男児。頻回の嘔吐と全身倦怠感を主訴に母親に連れられて来院した。新学期がはじまり、易疲労感を自覚し食欲が低下していた。昨晩に嘔吐し食事を摂取できていない。今朝から頻回の嘔吐があり、元気がなくなったため受診した。6歳から今回と同様の経過を数回繰り返し、1ヵ月前に入院した病院で原因を精査したが、器質的異常は指摘されていない。意識は清明。顔面蒼白。身長121cm、体重21kg。体温36.3°C。脈拍 124/分、整。血圧100/68mmHg。呼吸数30/分。SpO2 98%(room air)。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、腸蠕動音は減弱し、皮膚ツルゴールは低下している。尿所見: ケトン体3+。この患者の静脈血ガス分析(room air)の所見はどれか。,,"a. a
b. b
c. c
d. d
e. e","118D63
7歳の男児。頻回の嘔吐と全身倦怠感を主訴に母親に連れられて来院した。新学期がはじまり、易疲労感を自覚し食欲が低下していた。昨晩に嘔吐し食事を摂取できていない。今朝から頻回の嘔吐があり、元気がなくなったため受診した。6歳から今回と同様の経過を数回繰り返し、1ヵ月前に入院した病院で原因を精査したが、器質的異常は指摘されていない。意識は清明。顔面蒼白。身長121cm、体重21kg。体温36.3°C。脈拍 124/分、整。血圧100/68mmHg。呼吸数30/分。SpO2 98%(room air)。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、腸蠕動音は減弱し、皮膚ツルゴールは低下している。尿所見: ケトン体3+。この患者の静脈血ガス分析(room air)の所見はどれか。

a a
b b
c c
d d
e e",,2025年8月17日 23:08 (JST),base_data,"解答:
正解:a(正答率 44.9%)",notion_existing
118D64,118,D,64,d,86,No,Yes,No,No,"52歳の男性。2週間前から続く38°C台の発熱と咳嗽を主訴に来院した。気管支鏡検査を施行後に入院した。職場で咳が出るが、自宅で咳は出ない。既往歴に特記すべきことはない。喫煙歴は40本/日を20歳〜48歳。自宅は築30年の一軒家。職業歴は5年前まで会社員、5年前からキノコの屋内栽培に従事している。意識は清明。身長163cm、体重61kg。体温37.3°C。脈拍 84/分、整。血圧132/80mmHg。呼吸数20/分。SpO2 94%(room air)。心音と呼吸音とに異常を認めない。血液所見: 赤血球 440 万、Hb 13.6 g/dL、白血球 4,200、血小板 21 万。血液生化学所見: KL-6 1,300U/mL (基準500未満)。免疫血清学所見: CRP 3.1 mg/dL、抗核抗体陰性。胸部X線写真にて両側肺野に粒状影と淡い浸潤影を認めた。胸部CTで粒状影とすりガラス影を認めた。入院後、発熱と咳嗽は速やかに自然寛解した。入院7日目、SpO2は98%(room air)であり帰宅試験を行ったが、症状は再燃しないため入院10日目に退院した。 この疾患で特徴的な所見はどれか。",,"a. 喀痰: 抗酸菌塗抹陽性
b. 生化学検査: 血清IgA高値
c. 呼吸機能検査FEV1%: 60%以下
d. 気管支肺胞洗浄〈BAL〉: リンパ球分画増加
e. 経気管支肺生検病理組織: びまん性肺胞障害〈DAD〉","118D64
52歳の男性。2週間前から続く38°C台の発熱と咳嗽を主訴に来院した。気管支鏡検査を施行後に入院した。職場で咳が出るが、自宅で咳は出ない。既往歴に特記すべきことはない。喫煙歴は40本/日を20歳〜48歳。自宅は築30年の一軒家。職業歴は5年前まで会社員、5年前からキノコの屋内栽培に従事している。意識は清明。身長163cm、体重61kg。体温37.3°C。脈拍 84/分、整。血圧132/80mmHg。呼吸数20/分。SpO2 94%(room air)。心音と呼吸音とに異常を認めない。血液所見: 赤血球 440 万、Hb 13.6 g/dL、白血球 4,200、血小板 21 万。血液生化学所見: KL-6 1,300U/mL (基準500未満)。免疫血清学所見: CRP 3.1 mg/dL、抗核抗体陰性。胸部X線写真にて両側肺野に粒状影と淡い浸潤影を認めた。胸部CTで粒状影とすりガラス影を認めた。入院後、発熱と咳嗽は速やかに自然寛解した。入院7日目、SpO2は98%(room air)であり帰宅試験を行ったが、症状は再燃しないため入院10日目に退院した。 この疾患で特徴的な所見はどれか。

a 喀痰: 抗酸菌塗抹陽性
b 生化学検査: 血清IgA高値
c 呼吸機能検査FEV1%: 60%以下
d 気管支肺胞洗浄〈BAL〉: リンパ球分画増加
e 経気管支肺生検病理組織: びまん性肺胞障害〈DAD〉",画像問題,2025年8月17日 23:08 (JST),base_data,"解答:
正解:d(正答率 86.0%)",notion_existing
118D65,118,D,65,d,98.7,No,Yes,No,No,8歳の女児。顔面および体幹部の発疹を主訴に父親に連れられて来院した。昨日から微熱があり、本日、顔面や体幹部に皮疹が出現したため受診した。体温37.7°C。顔面の皮膚所見を次に示す。全身状態は良好である。咽頭発赤を認める。A群β溶連菌迅速検査は陽性だった。 この患児の注意すべき合併症はどれか。,,"a. 冠動脈瘤
b. 間質性肺炎
c. 血小板減少
d. 急性糸球体腎炎
e. 亜急性硬化性全脳炎","118D65
8歳の女児。顔面および体幹部の発疹を主訴に父親に連れられて来院した。昨日から微熱があり、本日、顔面や体幹部に皮疹が出現したため受診した。体温37.7°C。顔面の皮膚所見を次に示す。全身状態は良好である。咽頭発赤を認める。A群β溶連菌迅速検査は陽性だった。 この患児の注意すべき合併症はどれか。

a 冠動脈瘤
b 間質性肺炎
c 血小板減少
d 急性糸球体腎炎
e 亜急性硬化性全脳炎",画像問題,2025年8月17日 23:08 (JST),base_data,"解答:
正解:d(正答率 98.7%)",notion_existing
118D66,118,D,66,b,78.8,No,Yes,No,No,9歳の男児。腹痛のため救急車で搬入された。2日前から嘔吐が出現し、徐々に嘔吐が頻回となり間欠的腹痛が出現した。体温36.8°C。心拍数120/分、整。血圧116/66mmHg。呼吸数24/分。SpO2 98%(room air)。腹部は軽度膨満し、軟で腸雑音は減弱していた。右側腹部に腫瘤を触知し、右上腹部に圧痛を認めた。腹部超音波検査で腹部正中にtarget signを認めた。空気による非観血的整復術にて還納した。その後行った99mTcO4-シンチグラムを次に示す。 診断はどれか。,,"a. Crohn病
b. Meckel憩室
c. 悪性リンパ腫
d. 腸回転異常症
e. 大腸ポリポーシス","118D66
9歳の男児。腹痛のため救急車で搬入された。2日前から嘔吐が出現し、徐々に嘔吐が頻回となり間欠的腹痛が出現した。体温36.8°C。心拍数120/分、整。血圧116/66mmHg。呼吸数24/分。SpO2 98%(room air)。腹部は軽度膨満し、軟で腸雑音は減弱していた。右側腹部に腫瘤を触知し、右上腹部に圧痛を認めた。腹部超音波検査で腹部正中にtarget signを認めた。空気による非観血的整復術にて還納した。その後行った99mTcO4-シンチグラムを次に示す。 診断はどれか。

a Crohn病
b Meckel憩室
c 悪性リンパ腫
d 腸回転異常症
e 大腸ポリポーシス",画像問題,2025年8月17日 23:08 (JST),base_data,"解答:
正解:b(正答率 78.8%)",notion_existing
118D67,118,D,67,,,,,,,,,,"解答:
正解:a,c(正答率 90.1%)",,,base_data,"解答:
正解:a,c(正答率 90.1%)",restored
118D68,118,D,68,,,,,,,,,,"解答:
正解:c,d(正答率 44.6%)",,,base_data,"解答:
正解:c,d(正答率 44.6%)",restored
118D69,118,D,69,,,,,,,,,,"解答:
正解:c,d(正答率 96.5%)",,,base_data,"解答:
正解:c,d(正答率 96.5%)",restored
118D7,118,D,7,a,91,No,No,No,No,わが国において、血液透析に比較して腹膜透析で正しいのはどれか。,,"a. 患者数は少ない。
b. 食事制限は厳しい。
c. 自宅での施行は困難である。
d. 動静脈シャント造設を要する。
e. 不均衡症候群を起こしやすい。","118D7
わが国において、血液透析に比較して腹膜透析で正しいのはどれか。

a 患者数は少ない。
b 食事制限は厳しい。
c 自宅での施行は困難である。
d 動静脈シャント造設を要する。
e 不均衡症候群を起こしやすい。",,2025年8月17日 23:05 (JST),base_data,"解答:
正解:a(正答率 91.0%)",notion_existing
118D70,118,D,70,,,,,,,,,,"解答:
正解:a,d(正答率 86.9%)",,,base_data,"解答:
正解:a,d(正答率 86.9%)",restored
118D71,118,D,71,,,,,,,,,,"解答:
正解:b,e(正答率 93.6%)",,,base_data,"解答:
正解:b,e(正答率 93.6%)",restored
118D72,118,D,72,,,,,,,,,,"解答:
正解:a,c(正答率 61.7%)",,,base_data,"解答:
正解:a,c(正答率 61.7%)",restored
118D73,118,D,73,,,,,,,,,,"解答:
正解:c,d(正答率 93.1%)",,,base_data,"解答:
正解:c,d(正答率 93.1%)",restored
118D74,118,D,74,,,,,,,,,,"解答:
正解:a,b,d(正答率 82.2%)",,,base_data,"解答:
正解:a,b,d(正答率 82.2%)",restored
118D75,118,D,75,9.6,85.1,No,No,No,Yes,"生後1時間の男児。在胎37週、4,000gで出生した。巨大児のために血糖の測定をおこなった。血液生化学所見: 血糖 25 mg/dL.10%ブドウ糖液を用いて末梢静脈より輸液を開始することとした。糖の投与速度を4mg/kg/分とする。 1時間あたりの10%ブドウ糖液投与量を求めよ。 ただし、小数点以下の数値が得られた場合には、小数第2位を四捨五入すること。 解答: □.□mL/時間 (解答欄には数値を半角で入力)",,,"118D75
生後1時間の男児。在胎37週、4,000gで出生した。巨大児のために血糖の測定をおこなった。血液生化学所見: 血糖 25 mg/dL.10%ブドウ糖液を用いて末梢静脈より輸液を開始することとした。糖の投与速度を4mg/kg/分とする。 1時間あたりの10%ブドウ糖液投与量を求めよ。 ただし、小数点以下の数値が得られた場合には、小数第2位を四捨五入すること。 解答: □.□mL/時間 (解答欄には数値を半角で入力)
",計算問題,2025年8月17日 23:09 (JST),base_data,"解答:
正解:9.6(正答率 85.1%)",notion_existing
118D8,118,D,8,e,48.1,No,No,No,No,急性呼吸窮迫症候群〈ARDS〉の病態で正しいのはどれか。,,"a. 気道抵抗低下
b. 肺血管抵抗低下
c. 肺内シャント減少
d. 肺コンプライアンス増加
e. 肺サーファクタント減少","118D8
急性呼吸窮迫症候群〈ARDS〉の病態で正しいのはどれか。

a 気道抵抗低下
b 肺血管抵抗低下
c 肺内シャント減少
d 肺コンプライアンス増加
e 肺サーファクタント減少",,2025年8月17日 23:06 (JST),base_data,"解答:
正解:e(正答率 48.1%)",notion_existing
